ham|good afternoon love goes day hope maybe got leads job think boytoy send passionate kiss across sea|(2000,[0,7,123,168,240,294,470,1047,1241,1310,1340,1399,1416,1523,1564,1605,1838],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
spam|mila age blonde new uk look sex uk guys u like fun text mtalk pp txt st free increments help|(2000,[25,214,267,631,716,780,925,961,985,1073,1169,1216,1330,1347,1449,1526,1619,1670,1939],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0])
ham|cool breeze bright sun fresh flower twittering birds waiting wish u goodmorning nice day|(2000,[495,613,637,704,950,995,1028,1196,1370,1478,1496,1526,1556,1605],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|u come n search tat vid finishd|(2000,[54,146,717,1526,1655,1885,1964],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|yes tv always available work place|(2000,[191,371,1013,1250,1527,1555],[1.0,1.0,1.0,1.0,1.0,1.0])
ham|excellent ll see riley plans|(2000,[121,511,1154,1515,1897],[1.0,1.0,1.0,1.0,1.0])
ham|sorry im getting feel really bad totally rejected kinda thing|(2000,[520,682,1086,1115,1132,1227,1231,1310,1605,1675],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|ll late|(2000,[511,1079],[1.0,1.0])
ham|yup thk r e teacher said make face look longer darren ask cut short|(2000,[34,114,233,320,761,853,868,964,1525,1570,1573,1878,1894,1939],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
spam|important information orange user xxxxxx today ur lucky day find log onto http www urawinner com fantastic prizeawaiting|(2000,[19,221,319,537,647,665,813,978,1161,1265,1462,1510,1545,1605,1631,1793,1820,1882],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|m boat still moms check yo m half naked|(2000,[221,543,638,902,1406,1780,1800,1882],[1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0])
spam|hard live chat p min choose girl connect live call cheap chat uk biggest live service vu bcm wc n xx|(2000,[316,493,554,706,753,951,1029,1046,1092,1125,1128,1146,1235,1385,1449,1473,1655,1666],[1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0])
ham|hi yijue regarding textbook intro algorithms second edition m selling|(2000,[18,128,239,638,722,886,889,1512,1905,1960],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|u ready call|(2000,[804,1146,1526],[1.0,1.0,1.0])
ham|ya m referin mei ex wat ah waitin u treat somebody shld b rich liao gd den u dun work frm tmr onwards|(2000,[57,212,214,358,423,451,638,828,832,981,1031,1089,1154,1190,1359,1361,1462,1526,1527,1859,1903,1994],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0])
ham|aight yo dats straight dogg|(2000,[288,543,824,1198,1689],[1.0,1.0,1.0,1.0,1.0])
ham|let want house|(2000,[1154,1164,1712],[1.0,1.0,1.0])
ham|guai u shd haf seen naughty u free today go jogging|(2000,[77,147,817,865,1073,1462,1526,1561,1708,1832],[1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0])
spam|ringtone club get uk singles chart mobile week choose top quality ringtone message free charge|(2000,[221,297,441,586,706,747,993,1073,1122,1397,1447,1449,1959,1981],[2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|oh k m watching|(2000,[275,629,638,1456],[1.0,1.0,1.0,1.0])
ham|hi di yijue re meeting pm esaplanade tonight|(2000,[425,468,525,889,1040,1086,1501,1960],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|lov line hurt truth mind wil tolerat bcs ur someone never comfort lie gud ni sweet dreams|(2000,[19,109,126,257,457,646,660,750,900,932,1087,1113,1134,1182,1184,1701,1754],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|check mail mailed varma kept copy regarding membership take care insha allah|(2000,[571,699,855,1063,1216,1310,1409,1512,1674,1699,1790,1882],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|excellent wish together right|(2000,[121,312,495,574],[1.0,1.0,1.0,1.0])
ham|know wait check|(2000,[1477,1779,1882],[1.0,1.0,1.0])
spam|loan purpose homeowners tenants welcome previously refused still help call free text back help|(2000,[384,410,416,429,430,551,764,1073,1146,1169,1347,1610,1800],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0])
ham|take care sleep well need learn change life need get convinced wait conversations us get convinced time family many senses respect overemphasise u role life|(2000,[157,208,453,537,855,1091,1158,1188,1310,1350,1410,1477,1526,1702,1764,1775,1873,1959,1961],[2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0])
spam|ur chance win cash every wk txt play c www music trivia net custcare x p wk|(2000,[19,99,173,716,805,863,1092,1362,1574,1670,1722,1793,1810,1915,1936,1989],[1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|problem walk around julianaland oblivious going around say things constantly go one ear go whatever want know m upset listen tell going upset want surprised m mad|(2000,[44,77,142,493,598,638,904,1098,1101,1212,1567,1666,1695,1712,1737,1779,1802,1850,1852,1946],[1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0])
ham|supervisor find one lor thk students havent ask yet tell u aft ask|(2000,[44,114,197,225,491,546,853,1348,1510,1523,1526,1850],[1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|true k u knw dis|(2000,[1188,1456,1521,1526,1739],[1.0,1.0,1.0,1.0,1.0])
ham|oh get paid outstanding one commercial hasbro august made us jump many hoops get paid still|(2000,[44,157,208,305,629,832,1041,1179,1188,1344,1518,1800,1929,1959],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0])
ham|re call didn see facebook huh|(2000,[141,425,1146,1193,1429,1515],[1.0,1.0,1.0,1.0,1.0,1.0])
ham|love working home|(2000,[240,1365,1368],[1.0,1.0,1.0])
ham|m coming whatever want|(2000,[638,1318,1695,1712],[1.0,1.0,1.0,1.0])
ham|sis lor juz watched italian job|(2000,[65,225,470,1389,1506,1883],[1.0,1.0,1.0,1.0,1.0,1.0])
ham|call say coming today ok tell fool like ok|(2000,[484,737,1146,1318,1330,1462,1850,1852],[2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|oh juswoke bed boatin docks slept wid year old spinout giv u da gossip l r xxx|(2000,[6,354,397,629,895,899,1110,1125,1208,1299,1526,1570,1647,1672,1793,1836,1857],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|u laugh really loud u talk spontaneously u dont care others feel u probably dear best friends goodevening dear|(2000,[22,87,297,350,442,763,925,1115,1203,1310,1326,1375,1526,1977],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0])
ham|wud never mind u dont miss u dont need u wil really hurt wen u need u dont tell take care|(2000,[109,126,283,537,855,1071,1184,1310,1526,1701,1850,1908,1977],[1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,3.0])
ham|m turning phone moms telling everyone cancer sister won stop calling hurts talk put see u u get home love u|(2000,[221,240,418,638,686,796,893,925,1042,1196,1365,1515,1526,1583,1624,1761,1775,1959,1990],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|need ke qi u bored izzit y suddenly thk|(2000,[143,315,537,581,702,853,1244,1426,1526],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|yes chatting|(2000,[1474,1555],[1.0,1.0])
ham|guys go see movies side|(2000,[77,128,1216,1515,1781],[1.0,1.0,1.0,1.0,1.0])
ham|swhrt u dey hope ur ok tot u day love n miss take care|(2000,[0,19,240,484,855,1071,1227,1310,1449,1489,1526,1605,1655],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0])
ham|much blackberry bold nigeria|(2000,[524,1315,1605,1702],[1.0,1.0,1.0,1.0])
spam|dear voucher holder claim weeks offer pc go http www e tlp co uk expressoffer ts cs apply stop texts txt stop|(2000,[77,140,152,279,296,534,665,701,796,917,1035,1047,1174,1326,1449,1529,1661,1670,1793,1796,1878],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|studies alone without anyones help cant need study|(2000,[26,364,537,849,884,1347,1567,1973],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|wait till end march el nino gets oh|(2000,[119,284,313,629,1093,1390,1477,1688],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|sounds gd haha wah u yan jiu fast liao|(2000,[358,505,732,816,981,1177,1263,1526,1550],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|wait min stand bus stop|(2000,[36,449,796,1385,1477],[1.0,1.0,1.0,1.0,1.0])
ham|hi jess dont know work call u im home eve xxx|(2000,[129,682,1146,1299,1365,1526,1527,1709,1779,1960,1977],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|wen u miss someone person definitely special u person special miss keep touch gdeve|(2000,[141,249,283,621,750,817,874,1071,1526,1594],[1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0])
ham|pleassssssseeeeee tel v avent done sportsx|(2000,[247,707,799,866,1477,1919],[1.0,1.0,1.0,1.0,1.0,1.0])
spam|hmv bonus special pounds genuine hmv vouchers won answer easy questions play send hmv info www percent real com|(2000,[15,71,173,221,264,727,760,817,865,980,1145,1523,1632,1691,1793,1911,1990],[1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|m see see maybe reboot ym seen buzz|(2000,[454,638,817,1399,1515,1637,1759],[1.0,1.0,1.0,1.0,2.0,1.0,1.0])
ham|way home long dry spell season would|(2000,[91,163,236,256,904,1159,1365],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|right second gotta hit people first|(2000,[574,609,806,1183,1486,1905],[1.0,1.0,1.0,1.0,1.0,1.0])
ham|hi dear call urgnt know whats problem want work problem least tell wating reply|(2000,[483,517,902,1101,1146,1326,1503,1527,1712,1757,1779,1850,1960],[1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|wana plan trip sometme|(2000,[123,234,1142,1782],[1.0,1.0,1.0,1.0])
spam|current leading bid pause auction send customer care|(2000,[201,205,295,710,1225,1310,1413,1523],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|v skint fancied bevies waz gona go meet othrs spoon jst bin watchng planet earth sofa v comfey dont make hav gd night|(2000,[65,76,77,268,309,487,639,723,981,1175,1181,1237,1276,1409,1443,1477,1525,1646,1819,1894,1940,1977],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|babes think got ur brolly left english wil bring mrw u luv franxx|(2000,[7,19,37,93,958,1403,1526,1554,1564,1662,1701,1723,1950],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|u mean u almost done done wif sleeping tot u going take nap yup send liao m picking ard smth lor|(2000,[20,225,337,358,461,493,638,707,855,909,1197,1201,1227,1424,1523,1526,1894,1977],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0])
ham|hui xin da lib|(2000,[11,568,1530,1793],[1.0,1.0,1.0,1.0])
ham|o cant see join denis mina denis want alone time|(2000,[26,157,193,793,880,952,1515,1567,1712],[1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0])
ham|lol busy|(2000,[377,830],[1.0,1.0])
ham|painful personal thought always try keep everybody happy time nobody recognises alone|(2000,[157,159,484,505,633,1013,1072,1141,1361,1567,1594,1939],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|ok gentleman treat dignity respect|(2000,[57,484,1275,1702,1851],[1.0,1.0,1.0,1.0,1.0])
ham|miles smiles r made frm letters u know d difference smile ur face keeps happy even though miles away u keep smiling good nyt|(2000,[19,24,34,168,406,501,581,832,1058,1094,1141,1344,1369,1370,1526,1570,1579,1594,1627,1737,1779,1958],[1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|u town alone|(2000,[715,1526,1567],[1.0,1.0,1.0])
ham|took hooch walk toaday fell splat grazed knees everything stayed home see tomorrow|(2000,[25,49,142,320,566,642,1121,1188,1225,1293,1365,1515,1703],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|hospital da return home evening|(2000,[118,331,930,1365,1793],[1.0,1.0,1.0,1.0,1.0])
ham|cos want thing|(2000,[1675,1712,1970],[1.0,1.0,1.0])
ham|hi please get dollar loan ll pay back mid february pls|(2000,[181,187,410,430,511,771,841,1422,1873,1959,1960],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|hahaha use brain dear|(2000,[393,489,510,1326],[1.0,1.0,1.0,1.0])
ham|time u get|(2000,[157,1526,1959],[1.0,1.0,1.0])
ham|going ride bike|(2000,[493,1466,1784],[1.0,1.0,1.0])
ham|ha wouldn say didn read anything way u seemed like judgemental save fridays pub|(2000,[71,114,141,520,1159,1216,1330,1349,1526,1650,1658,1764,1830,1852],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|part checking iq|(2000,[740,1449,1644],[1.0,1.0,1.0])
ham|take care n get well soon|(2000,[157,855,1041,1310,1655,1959],[1.0,1.0,1.0,1.0,1.0,1.0])
ham|hi dude hw r u da realy mising u today|(2000,[53,85,718,1462,1526,1570,1702,1793,1960],[1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0])
ham|sorry dude dont know forgot even dan reminded sorry hope guys fun|(2000,[0,53,267,406,520,531,1216,1588,1714,1779,1977],[1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|big chic common declare|(2000,[390,598,897,1954],[1.0,1.0,1.0,1.0])
ham|multimedia message e mail|(2000,[520,1699,1878,1981],[1.0,1.0,1.0,1.0])
ham|go ok na|(2000,[77,484,1595],[1.0,1.0,1.0])
spam|important customer service announcement premier call freephone|(2000,[537,753,965,1146,1308,1327,1413],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|doesn g class early tomorrow thus shouldn trying smoke|(2000,[25,213,372,417,534,667,1198,1500,1684],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
spam|new message please call|(2000,[25,841,1146,1981],[1.0,1.0,1.0,1.0])
spam|sunshine hols claim ur med holiday send stamped self address envelope drinks us uk po box bray wicklow eire quiz starts saturday unsub stop|(2000,[19,79,128,208,267,459,512,534,563,643,686,696,796,838,970,1089,1336,1412,1449,1523,1745,1807,1840,1996],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|awesome plan get time like ll text details wee bit|(2000,[123,128,157,159,446,511,1169,1330,1538,1959],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|thought king hill thing|(2000,[490,494,505,1675],[1.0,1.0,1.0,1.0])
ham|east coast|(2000,[576,1321],[1.0,1.0])
ham|meh thgt clash really ah dun mind dun seen lost weight gee|(2000,[589,772,817,1184,1195,1233,1310,1396,1462,1790,1903],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0])
ham|beautiful truth expression face could seen everyone depression heart could understood loved ones gud ni|(2000,[34,213,567,646,660,798,804,817,893,900,1119,1139,1160,1277],[1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|k k good going|(2000,[168,493,1456],[1.0,1.0,2.0])
ham|nokia phone lovly|(2000,[866,1624,1684],[1.0,1.0,1.0])
ham|take small dose tablet fever|(2000,[855,914,1256,1742,1939],[1.0,1.0,1.0,1.0,1.0])
ham|like think always possibility pub later|(2000,[1013,1330,1466,1564,1764,1946],[1.0,1.0,1.0,1.0,1.0,1.0])
ham|guy kadeem hasn selling since break know one guy paranoid doesn like selling without til late tonight|(2000,[18,44,301,349,500,525,585,884,1079,1330,1430,1500,1501,1779,1939],[2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0])
ham|beautiful truth gravity read carefully heart feels light someone feels heavy someone leaves goodmorning|(2000,[353,492,750,798,900,942,1028,1099,1160,1517,1650,1860],[1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|boytoy miss happened|(2000,[458,1047,1071],[1.0,1.0,1.0])
ham|realise busy guy m trying bother get exams outta way try cars gr day|(2000,[159,213,330,377,638,1101,1159,1456,1605,1690,1871,1920,1939,1959],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|simply sitting watching match office|(2000,[275,1319,1414,1500,1825],[1.0,1.0,1.0,1.0,1.0])
ham|cant pick phone right pls send message|(2000,[26,181,574,1372,1523,1624,1981],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|message text missing sender name missing number missing sent date missing missing u lot thats y everything missing sent via fullonsms com|(2000,[15,47,117,221,315,595,712,1169,1225,1250,1525,1526,1550,1583,1735,1981],[1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0])
spam|block breaker comes deluxe format new features great graphics mobile buy replying get bbdeluxe take challenge|(2000,[25,174,213,260,431,855,1017,1051,1075,1222,1447,1511,1579,1755,1894,1959],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|might ax well im|(2000,[157,682,982,985],[1.0,1.0,1.0,1.0])
ham|thx well months|(2000,[157,613,1334],[1.0,1.0,1.0])
ham|wait til least wednesday see get|(2000,[1430,1477,1515,1517,1757,1959],[1.0,1.0,1.0,1.0,1.0,1.0])
ham|die want u stuffs|(2000,[1526,1712,1729,1776],[1.0,1.0,1.0,1.0])
spam|free entry weekly competition text word win c www txttowin co uk|(2000,[57,279,716,1073,1169,1230,1449,1519,1714,1722,1793,1887],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|nope ll b going sch fri quite early lor cos mys sis got paper da morn|(2000,[7,65,153,225,372,493,511,1231,1234,1255,1361,1364,1678,1793,1865,1970],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|means fat head|(2000,[394,1064,1219],[1.0,1.0,1.0])
ham|laptop noe infra slow lar wan fast one|(2000,[44,203,422,507,872,1263,1576,1878],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
spam|text banneduk see cost p textoperator g ga xxx|(2000,[417,490,719,925,942,1092,1169,1299,1515],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|ok|(2000,[484],[1.0])
ham|really need tomorrow know won awake like|(2000,[25,42,537,1310,1330,1779,1990],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|ok|(2000,[484],[1.0])
ham|wonder phone battery went dead tell love babe|(2000,[240,395,404,803,898,1371,1624,1850],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|sent type food like|(2000,[117,653,1330,1526],[1.0,1.0,1.0,1.0])
ham|ard rest ard least price bedrm|(2000,[228,708,1201,1757,1939],[1.0,1.0,2.0,1.0,1.0])
ham|thanx u darlin im cool thanx bday drinks nite morrow take care c u soon xxx|(2000,[267,592,682,710,855,995,1041,1299,1310,1500,1526,1722,1754,1788],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0])
spam|free ringtone text first poly text get true tone help st free tones x pw e nd txt stop|(2000,[71,221,277,293,357,378,631,796,1073,1169,1183,1188,1347,1670,1810,1878,1959],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|actual exam harder nbme|(2000,[208,909,1174,1200],[1.0,1.0,1.0,1.0])
ham|lunch online|(2000,[0,611],[1.0,1.0])
ham|call tell infront call|(2000,[1119,1146,1850],[1.0,2.0,1.0])
ham|stopped get ice cream go back|(2000,[67,77,430,446,1959,1997],[1.0,1.0,1.0,1.0,1.0,1.0])
ham|err cud m going pm haven got way contact|(2000,[7,69,409,468,493,638,1159,1728,1964],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|still west coast haiz u ll take forever come back|(2000,[430,478,511,539,855,1085,1321,1526,1800,1964],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
ham|marriage function|(2000,[229,313],[1.0,1.0])
ham|well general price oz let know much want|(2000,[157,273,524,642,1164,1712,1779,1939],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])
